person_id,id,name,character,role
50372,tm79139,Gibson Gowland,Churchgoer in Wheelchair (uncredited),ACTOR
36499,tm79139,Woody Strode,Tribal Policeman (uncredited),ACTOR
102820,tm79139,Jeni Le Gon,Miriami,ACTOR
100488,tm79139,Emmett Smith,Kipsang,ACTOR
570158,tm79139,William Broadus,Village Headman (uncredited),ACTOR
573077,tm79139,Frank Clarke,Pilot (uncredited),ACTOR
153171,tm79139,Frederick Clarke,Ibrahim (uncredited),ACTOR
578202,tm79139,Eddie Das,Pindi (uncredited),ACTOR
573606,tm79139,William R. Dunn,Kipsang's Victim (uncredited),ACTOR
132401,tm79139,Al Duvall,Magabul (uncredited),ACTOR
466527,tm79139,Riccardo Freda,Pilot (uncredited),ACTOR
1491691,tm79139,Wesley Gale,Native Boy (uncredited),ACTOR
82975,tm79139,Jester Hairston,Native Boy (uncredited),ACTOR
97117,tm79139,Darby Jones,Camel Man (uncredited),ACTOR
132409,tm79139,Tetsu Komai,Kuypens' Shenzi Aide (uncredited),ACTOR
576524,tm79139,Prince Modupe,Miriami's Sweetheart (uncredited),ACTOR
579946,tm79139,Curtis Nero,Corporal of Askaris (uncredited),ACTOR
310037,tm79139,Hassan Said,Arab Reader (uncredited),ACTOR
13426,tm79139,Blue Washington,Askari Veteran (uncredited),ACTOR
150870,tm79139,Kenny Washington,Sergeant Kumakwa (uncredited),ACTOR
25638,tm79139,Henry Hathaway,,DIRECTOR
25629,tm132612,John Wayne,Singin' Sandy Saunders,ACTOR
22012,tm132612,Cecilia Parker,Fay Denton,ACTOR
60253,tm132612,Forrest Taylor,James Kincaid,ACTOR
100231,tm132612,George 'Gabby' Hayes,Charlie Denton,ACTOR
28721,tm132612,Al St. John,Bert - Henchman,ACTOR
21779,tm132612,Heinie Conklin,Elmer - Henchman,ACTOR
13327,tm132612,Yakima Canutt,Henchman,ACTOR
28513,tm132612,Earl Dwire,Slip Morgan,ACTOR
27302,tm132612,Lafe McKee,Sheriff Bill Baxter,ACTOR
1384053,tm132612,Addie Foster,Mrs. Mason,ACTOR
13361,tm132612,Horace B. Carpenter,Rancher,ACTOR
100261,tm132612,Hal Price,Townsman Recognizing Sandy,ACTOR
13391,tm132612,Si Jenks,Bather,ACTOR
138421,tm132612,Robert N. Bradbury,,DIRECTOR
129611,tm87209,Tom Neal,Jimmy Conley,ACTOR
106289,tm87209,Carol Hughes,Pat Hilton,ACTOR
152940,tm87209,Vickie Lester,Helen Gibbs (as Vicki Lester),ACTOR
102105,tm87209,Betty Blythe,Madame Gloria,ACTOR
27337,tm87209,Ben Taggart,J. Hamilton Gibbs,ACTOR
132947,tm87209,Alex Callam,Al Bolger,ACTOR
41709,tm87209,Thornton Edwards,Pedro,ACTOR
28910,tm87209,Joe Gray,Kayo Kane (as Joe Grey),ACTOR
17008,tm87209,Paul Bryar,Rocco,ACTOR
129614,tm87209,Pat Gleason,Reporter,ACTOR
682082,tm87209,Billy McGowan,Trigger O'Brien,ACTOR
27275,tm87209,John Ince,Commissioner,ACTOR
151980,tm87209,Gene O'Donnell,Usher,ACTOR
153661,tm87209,Warren Jackson,Headwaiter,ACTOR
94606,tm87209,Larry McGrath,Referee,ACTOR
133968,tm87209,William Beaudine,,DIRECTOR
27733,tm1786,Robert Donat,"Captain Terence Stevenson, aka Jan Tartu",ACTOR
57372,tm1786,Valerie Hobson,Maruschuka Lanova,ACTOR
69890,tm1786,Walter Rilla,Inspector Otto Vogel,ACTOR
36390,tm1786,Glynis Johns,Paula Palacek,ACTOR
562883,tm1786,Phyllis Morris,Anna Palacek,ACTOR
16496,tm1786,Martin Miller,Doctor Novotny,ACTOR
550446,tm1786,Anthony Eustrel,German MP Officar,ACTOR
155652,tm1786,Percy Walsh,Dr. Willendorf,ACTOR
153079,tm1786,Harold S. Bucquet,,DIRECTOR
31477,tm41414,Jack Benny,Dr. John H. Harvey,ACTOR
547895,tm41414,Betty Bronson,Mamie Goltz,ACTOR
13425,tm41414,E. Alyn Warren,Emil Goltz,ACTOR
93412,tm41414,Eva Novak,Hilda,ACTOR
212855,tm41414,Billy Butts,Buddy Goltz,ACTOR
153422,tm41414,Adolph Milar,Peter Schultz,ACTOR
53453,tm41414,George E. Stone,Steve (as Georgie Stone),ACTOR
72300,tm41414,Tom Dugan,Charley (as Tommy Dugan),ACTOR
580861,tm41414,Vadim Uraneff,Gus,ACTOR
173759,tm41414,Caroline Rankin,Hattie,ACTOR
190911,tm41414,Dorothea Wolbert,Miss Wilson,ACTOR
113879,tm41414,Ray Erlenborn,(uncredited),ACTOR
581201,tm41414,Edward Gazelle,(uncredited),ACTOR
154608,tm41414,Scott Pembroke,,DIRECTOR
134205,tm115760,Bobby Breen,Billy Gordon,ACTOR
102594,tm115760,Henry Armetta,Joe Pasquale,ACTOR
153078,tm115760,George Houston,Leon Alba,ACTOR
69991,tm115760,Vivienne Osborne,Rosa Donelli,ACTOR
35554,tm115760,Grant Withers,Jim 'Diablo' Wilkins,ACTOR
69599,tm115760,Inez Courtney,Marge Wilkins,ACTOR
61641,tm115760,Lucien Littlefield,Supt. Henry Perkins,ACTOR
45691,tm115760,Richard Carle,Carter,ACTOR
105440,tm115760,Clay Clement,Jackson,ACTOR
27196,tm115760,Ann Doran,Alice Alba,ACTOR
61647,tm115760,Kurt Neumann,,DIRECTOR
29116,tm2209,Reginald Owen,Sherlock Holmes,ACTOR
152150,tm2209,Anna May Wong,Mrs. Pyke,ACTOR
36595,tm2209,Alan Mowbray,Lestrade,ACTOR
571828,tm2209,Warburton Gamble,Dr. Watson,ACTOR
152268,tm2209,June Clyde,Eileen Forrester,ACTOR
50826,tm2209,John Warburton,John Stanford,ACTOR
20972,tm2209,Doris Lloyd,Mrs. Murphy,ACTOR
13321,tm2209,J. M. Kerrigan,Jabez Wilson,ACTOR
69990,tm2209,Alan Dinehart,Merrydew,ACTOR
74039,tm2209,Billy Bevan,Will Swallow,ACTOR
576096,tm2209,Leila Bennett,Daffy Dolly,ACTOR
27329,tm2209,Wyndham Standing,Capt. Pyke,ACTOR
47763,tm2209,Halliwell Hobbes,Dearing,ACTOR
133009,tm2209,Edwin L. Marin,,DIRECTOR
42494,tm80902,Bobby Jordan,Danny Dolan,ACTOR
31470,tm80902,Leo Gorcey,Muggs Maloney,ACTOR
33999,tm80902,Clarence Muse,Ben,ACTOR
132381,tm80902,Dave O'Brien,Knuckles Dolan,ACTOR
134007,tm80902,Joyce Bryant,Louise,ACTOR
96553,tm80902,Sunshine Sammy Morrison,Scruno,ACTOR
20176,tm80902,Milton Kibbee,Mr. Wilkes,ACTOR
132382,tm80902,David Gorcey,Peewee,ACTOR
132383,tm80902,Donald Haines,Skinny,ACTOR
190828,tm80902,Richard Terry,Henchman Blackie,ACTOR
22472,tm80902,Wilbur Mack,Nick Buffalo,ACTOR
153529,tm80902,Hazel Keener,Mrs. Wilkes,ACTOR
572072,tm80902,Eugene Francis,Algy Wilkes,ACTOR
60244,tm80902,Victor Adamson,Turf Club Extra,ACTOR
60253,tm80902,Forrest Taylor,Morgan,ACTOR
572073,tm80902,Nick Wall,Jimmy Sullivan,ACTOR
127761,tm80902,Joseph H. Lewis,,DIRECTOR
102105,tm104703,Betty Blythe,Nanette,ACTOR
73323,tm104703,Lon Chaney,Raoul Challoner,ACTOR
51740,tm104703,Lewis Stone,Cpl. O'Connor,ACTOR
56588,tm104703,Francis McDonald,Buck McDougall,ACTOR
55734,tm104703,Spottiswoode Aitken,Old Roland,ACTOR
582599,tm104703,Melbourne MacDowell,Duncan McDougall,ACTOR
156015,tm104703,Gordon Mullen,Black Marat (uncredited),ACTOR
585329,tm104703,Charles Smiley,Father Beauvais (uncredited),ACTOR
580838,tm104703,David Hartford,,DIRECTOR
102384,tm4855,Robert Lowery,Don Bradley,ACTOR
119901,tm4855,Ellen Drew,Kay Downey,ACTOR
23834,tm4855,Regis Toomey,Steve Downey,ACTOR
41664,tm4855,Eddie Quillan,Willie Dinsmire,ACTOR
23836,tm4855,Elisha Cook Jr.,Whitey,ACTOR
28512,tm4855,Ralph Dunn,Chief Sanford,ACTOR
30000,tm4855,Walter Baldwin,Uncle Sam Bates,ACTOR
22013,tm4855,Rose Plumer,Aunt Pattie Bates,ACTOR
138070,tm4855,Virginia Sale,Aletha Bates,ACTOR
27260,tm4855,Byron Foulger,Harvey Bates,ACTOR
2296939,tm4855,Johnny Fisher,"Hunk, Henchman",ACTOR
132947,tm4855,Alex Callam,Detective Dave Lewis,ACTOR
27280,tm4855,Eddie Kane,Waiter,ACTOR
2297116,tm4855,Angelo Desfis,Bookkeeper,ACTOR
13406,tm4855,Lee Phelps,Police Dispatcher in montage (archive footage) (uncredited),ACTOR
137281,tm4855,William Berke,,DIRECTOR
978650,tm437701,Evelyn West,,ACTOR
978651,tm437701,Renee Andre,,ACTOR
978581,tm437701,Pat O'Shea,,ACTOR
978582,tm437701,Jack Murray,,ACTOR
978583,tm437701,Margie Roye,,ACTOR
564249,tm437701,Amalia Aguilar,Self,ACTOR
560866,tm437701,W. Merle Connell,,DIRECTOR
136048,tm35201,Douglas Fairbanks,Larry Day,ACTOR
200154,tm35201,Bebe Daniels,Vivien Benton,ACTOR
31473,tm35201,Edward Everett Horton,"Roger, the Valet",ACTOR
25063,tm35201,Claud Allister,Sir Horace Partington Chelmsford,ACTOR
74814,tm35201,Jack Mulhall,Jimmy Carrington,ACTOR
47832,tm35201,Walter Walker,James Benton,ACTOR
98826,tm35201,June MacCloy,Kitty - Aero Girl With Long Earrings,ACTOR
27255,tm35201,Helen Jerome Eddy,Larry's Secretary,ACTOR
25056,tm35201,Bing Crosby,Bing,ACTOR
21359,tm35201,William H. O'Brien,Servant Telling Larry London is Calling (uncredited),ACTOR
60960,tm35201,Dennis O'Keefe,Ship's Party Guest (uncredited),ACTOR
27356,tm35201,Lloyd Whitlock,Associate (uncredited),ACTOR
578985,tm35201,Emmett Corrigan,Timothy Grovener - Bank President (uncredited),ACTOR
154446,tm35201,Toshia Mori,Coat Girl (uncredited),ACTOR
27358,tm35201,Florence Wix,Outraged Mother at Ship's Party (uncredited),ACTOR
51748,tm35201,Edmund Goulding,,DIRECTOR
155898,tm74487,Bud Duncan,Snuffy Smith,ACTOR
60948,tm74487,Edgar Kennedy,Sgt. Ed Cooper,ACTOR
113379,tm74487,Sarah Padden,Lowizie Smith,ACTOR
58854,tm74487,J. Farrell MacDonald,Gen. Rosewater,ACTOR
570891,tm74487,Doris Linden,Cindy,ACTOR
137824,tm74487,Jimmie Dodd,Pvt. Don Elbie,ACTOR
2304376,tm74487,Andria Palmer,Janie,ACTOR
82230,tm74487,Patrick McVey,Lloyd,ACTOR
27210,tm74487,Frank Austin,Saul - Cindy's Father,ACTOR
138515,tm74487,Edward F. Cline,,DIRECTOR
42501,tm71370,William Tracy,Sergeant 'Dodo' Doubleday,ACTOR
32280,tm71370,Joe Sawyer,Sergeant Ames,ACTOR
62041,tm71370,Noah Beery Jr.,Sgt. Charlie Cobb,ACTOR
28775,tm71370,James Gleason,Colonel J. A. Barkley,ACTOR
137689,tm71370,Elyse Knox,Betty Barkley,ACTOR
14164,tm71370,Douglas Fowley,Captain Rossmead,ACTOR
61522,tm71370,Harold Goodwin,Lieutenant Caldwell,ACTOR
103932,tm71370,Fred Guiol,,DIRECTOR
25629,tm105780,John Wayne,U.S. Marshal John Travers,ACTOR
60956,tm105780,Verna Hillie,Anita Matlock,ACTOR
100231,tm105780,George 'Gabby' Hayes,Matt Matlock,ACTOR
13327,tm105780,Yakima Canutt,Yak,ACTOR
154203,tm105780,Billy Franey,Henchman in the Stump,ACTOR
133934,tm105780,Eddie Parker,Henchman Parker (as Ed Parker),ACTOR
28513,tm105780,Earl Dwire,Henchman Mason,ACTOR
173566,tm105780,Thomas G. Lingham,Sheriff Al Davis (as Tom Lingham),ACTOR
92357,tm105780,George Cleveland,Jake,ACTOR
71572,tm105780,Artie Ortego,Henchman,ACTOR
134247,tm105780,Tex Palmer,Dave,ACTOR
2041139,tm105780,Davie Aldrich,Young Boy,ACTOR
33404,tm105780,Glenn Strange,Loco Frank,ACTOR
138421,tm105780,Robert N. Bradbury,,DIRECTOR
60326,tm89557,Danny Kaye,Burleigh Sullivan,ACTOR
29995,tm89557,Virginia Mayo,Polly Pringle,ACTOR
74993,tm89557,Vera-Ellen,Susie Sullivan,ACTOR
30001,tm89557,Steve Cochran,Speed McFarlane,ACTOR
55217,tm89557,Eve Arden,Ann Westly,ACTOR
106308,tm89557,Walter Abel,Gabby Sloan,ACTOR
63093,tm89557,Lionel Stander,Spider Schultz,ACTOR
102907,tm89557,Fay Bainter,Mrs. E. Winthrop LeMoyne,ACTOR
28502,tm89557,Clarence Kolb,Mr. Austin,ACTOR
316368,tm89557,Victor Cutler,Photographer,ACTOR
32288,tm89557,Charles Cane,Willard,ACTOR
27567,tm89557,Jerome Cowan,Fight Announcer,ACTOR
97072,tm89557,Don Wilson,Radio Announcer,ACTOR
103851,tm89557,Knox Manning,Radio Announcer,ACTOR
47909,tm89557,Kay Thompson,Matron,ACTOR
79659,tm89557,Tom Kennedy,Referee #1 (uncredited),ACTOR
26245,tm89557,William Benedict,Newsboy,ACTOR
27230,tm89557,George Chandler,Reporter,ACTOR
14166,tm89557,Bess Flowers,Fight Spectator,ACTOR
66740,tm89557,Norman Z. McLeod,,DIRECTOR
123795,tm5718,Roy Rogers,Roy Rogers,ACTOR
103643,tm5718,Smiley Burnette,Frog,ACTOR
106289,tm5718,Carol Hughes,Eleanor Fairbanks,ACTOR
153800,tm5718,Maple City Four,Singers,ACTOR
152854,tm5718,Guy Usher,John Fairbanks,ACTOR
62985,tm5718,Tom Chatterton,Congressman Edward H. Marlowe,ACTOR
134190,tm5718,Kenneth Harlan,Richards,ACTOR
88903,tm5718,Stephen Chase,Tom Andrews,ACTOR
14794,tm5718,Brandon Beach,Senator Wilson,ACTOR
28513,tm5718,Earl Dwire,Mayor Biggs,ACTOR
575009,tm5718,Jean Fowler,Mrs. Wilson,ACTOR
27232,tm5718,Dora Clement,Mrs. Marlowe,ACTOR
27188,tm5718,Dick Elliott,William P. Scully,ACTOR
27227,tm5718,Burr Caruth,Larkin,ACTOR
70104,tm5718,Slim Whitaker,Tremaine,ACTOR
132034,tm5718,Jack Rockwell,Sheriff,ACTOR
153752,tm5718,Frankie Marvin,Deputy Pete,ACTOR
151608,tm5718,Joseph Kane,,DIRECTOR
153735,tm231186,James Newill,Sergeant Renfrew,ACTOR
153808,tm231186,Sally Blane,Ann Fenwick,ACTOR
40712,tm231186,Benny Rubin,Benny,ACTOR
132381,tm231186,Dave O'Brien,Constable Kelly,ACTOR
137709,tm231186,Milburn Stone,Cardigan,ACTOR
108229,tm231186,Walter Long,Frenchy,ACTOR
134239,tm231186,Warner Richmond,Henchman Trigger,ACTOR
210990,tm231186,Ted Adams,Henchman Leon,ACTOR
154031,tm231186,Chief Thundercloud,Indian,ACTOR
574209,tm231186,Ole Oleson,Chess Player,ACTOR
71929,tm231186,Horace Murphy,Chess Player,ACTOR
151055,tm231186,Iron Eyes Cody,2nd Indian at Post,ACTOR
151731,tm231186,J.W. Cody,Henchman Wolf,ACTOR
124433,tm231186,Sam Newfield,,DIRECTOR
51741,tm3207,Jean Hersholt,Sol Bloom,ACTOR
137967,tm3207,Jackie Searl,Shandy O'Hara,ACTOR
58854,tm3207,J. Farrell MacDonald,Tom O'Hara,ACTOR
155570,tm3207,Claudia Dell,Ruth Sneider,ACTOR
560296,tm3207,Charles Delaney,Tom Varney,ACTOR
6141,tm3207,Lucille La Verne,Mrs. Sneider,ACTOR
109677,tm3207,Richard Wallace,Joey Bloom,ACTOR
137637,tm3207,John Vosper,Dave Haller,ACTOR
34478,tm3207,Tom McGuire,Mr. Wells,ACTOR
801990,tm3207,Betty Jane Graham,Hilda,ACTOR
105452,tm3207,George Humbert,Tony,ACTOR
102721,tm3207,Christy Cabanne,,DIRECTOR
53448,tm108385,Richard Dix,John Bonniwell,ACTOR
82836,tm108385,Jane Wyatt,Eleanor Sager,ACTOR
24131,tm108385,Albert Dekker,Steve Barat,ACTOR
27180,tm108385,Eugene Pallette,Tom Waggoner,ACTOR
13346,tm108385,Victor Jory,Jeff Barat,ACTOR
28653,tm108385,Robert Armstrong,Malachy,ACTOR
152935,tm108385,Beryl Wallace,Soubrette,ACTOR
61171,tm108385,Clem Bevans,Bridge-Tender,ACTOR
45534,tm108385,Hobart Cavanaugh,Josh Hudkins,ACTOR
56588,tm108385,Francis McDonald,Gil Hatton,ACTOR
58273,tm108385,Willie Best,Bones,ACTOR
14164,tm108385,Douglas Fowley,Ben Nash,ACTOR
42933,tm108385,Rod Cameron,Kelso,ACTOR
41673,tm108385,Eddy Waller,Ed Gilbert,ACTOR
60251,tm108385,Ray Bennett,Messenger,ACTOR
71892,tm108385,Gertrude Astor,Blonde Townswoman,ACTOR
30000,tm108385,Walter Baldwin,Judge Lorrimer,ACTOR
22001,tm108385,Ted Billings,Barfly,ACTOR
28904,tm108385,Buck Bucko,Cowhand,ACTOR
698127,tm108385,Barbara Clark,Dance Hall Girl,ACTOR
698126,tm108385,Lorraine Clark,Dance Hall Girl,ACTOR
570915,tm108385,Eleanor Counts,Dance Hall Girl,ACTOR
61520,tm108385,John Daheim,Saloon Brawler,ACTOR
79566,tm108385,Ken Darby,Member - The King's Men,ACTOR
698125,tm108385,Jon Dobson,Member - The King's Men,ACTOR
573406,tm108385,June Earle,Dance Hall Girl,ACTOR
155616,tm108385,Art Felix,Cowhand,ACTOR
137455,tm108385,Sam Flint,Walter McIntire,ACTOR
27260,tm108385,Byron Foulger,Ed Tracy,ACTOR
138410,tm108385,Robert Frazer,Saloon Gambler,ACTOR
93466,tm108385,Beatrice Gray,Saloon Girl,ACTOR
82971,tm108385,Herman Hack,Charley,ACTOR
564904,tm108385,Al Haskell,Barfly,ACTOR
126031,tm108385,Fred Kohler Jr.,1st Gate Guard,ACTOR
79582,tm108385,Bud Linn,Member - The King's Men,ACTOR
137386,tm108385,Pierce Lyden,Hatton Henchman,ACTOR
82248,tm108385,Thomas Martin,Bartender,ACTOR
134023,tm108385,Frank McCarroll,Hatton Henchman,ACTOR
62993,tm108385,Merrill McCormick,Townsman,ACTOR
698124,tm108385,Sylvia McKay,Dance Hall Girl,ACTOR
134024,tm108385,Milburn Morante,Townsman,ACTOR
571392,tm108385,Lew Morphy,Townsman,ACTOR
74814,tm108385,Jack Mulhall,Walter,ACTOR
58853,tm108385,Jack Norton,Saloon Drunk,ACTOR
134028,tm108385,Cliff Parkinson,Townsman,ACTOR
13307,tm108385,George Reeves,Jesse James,ACTOR
58329,tm108385,Cyril Ring,Court Clerk,ACTOR
137509,tm108385,Jason Robards Sr.,Bank Teller,ACTOR
14770,tm108385,Dewey Robinson,Bartender,ACTOR
79596,tm108385,Rad Robinson,Member - The King's Men,ACTOR
129255,tm108385,Jack Stoney,Saloon Thug in Brawl,ACTOR
33404,tm108385,Glenn Strange,2nd Gate Guard,ACTOR
60253,tm108385,Forrest Taylor,Doctor,ACTOR
13427,tm108385,Dan White,Barfly,ACTOR
151511,tm108385,George Archainbaud,,DIRECTOR
123795,tm88242,Roy Rogers,Roy Rogers,ACTOR
123798,tm88242,Trigger,Trigger,ACTOR
123796,tm88242,Dale Evans,Lee Madison,ACTOR
11109,tm88242,Andy Devine,Cookie Bullfincher,ACTOR
34186,tm88242,John McGuire,Rex Gridley,ACTOR
27274,tm88242,Olaf Hytten,Lionel Bates,ACTOR
134250,tm88242,David Sharpe,Henchman Ulrich,ACTOR
70369,tm88242,Fritz Leiber,Padre,ACTOR
1240493,tm88242,Hank Patterson,Deaf bus passenger,ACTOR
27203,tm88242,Fred 'Snowflake' Toones,The Cook,ACTOR
53694,tm88242,Eddie Acuff,Bus Driver,ACTOR
138115,tm88242,Bob Nolan,Bob,ACTOR
113874,tm88242,William Witney,,DIRECTOR
21994,tm89625,Boris Karloff,Gruesome,ACTOR
137685,tm89625,Ralph Byrd,Dick Tracy,ACTOR
151574,tm89625,Anne Gwynne,Tess Trueheart,ACTOR
60328,tm89625,Edward Ashley,Dr. L.E. Thal,ACTOR
154677,tm89625,June Clayworth,Dr. I.M. 'Irma' Learned,ACTOR
62605,tm89625,Lyle Latell,Pat Patton,ACTOR
400384,tm89625,Tony Barrett,Melody,ACTOR
153246,tm89625,Skelton Knaggs,X-Ray,ACTOR
44085,tm89625,James Nolan,Dan Sterne,ACTOR
20174,tm89625,Joseph Crehan,Chief Brandon,ACTOR
94610,tm89625,Milton Parsons,Dr. A. Tomic,ACTOR
69183,tm89625,Ernie Adams,Waiter at Hangman's Knot,ACTOR
62597,tm89625,Phil Arnold,Sneezing Bank Customer,ACTOR
22486,tm89625,Walter Bacon,Bar Patron,ACTOR
41423,tm89625,Lex Barker,City Hospital Driver,ACTOR
154432,tm89625,Eddie Borden,Bank Customer,ACTOR
58059,tm89625,Robert Bray,Sergeant,ACTOR
74956,tm89625,Robert Clarke,"Fred, the Police Analyst",ACTOR
27237,tm89625,George Cooper,"Stone, the Bank Teller",ACTOR
568006,tm89625,Suzi Crandall,Blonde Bank Customer,ACTOR
138185,tm89625,William Gould,Pop,ACTOR
41711,tm89625,Ben Hall,Luke - Police Stooge,ACTOR
37836,tm89625,Harry Harvey,"Humphrey, the Bank Guard",ACTOR
62135,tm89625,Tom Keene,Dr. Frankey,ACTOR
27291,tm89625,George Lloyd,Owner of the Hangman's Knot,ACTOR
71923,tm89625,Robert Malcolm,Doctor,ACTOR
61230,tm89625,Sean McClory,Officer Carney,ACTOR
130918,tm89625,Lew Meehan,Police Driver in Montage,ACTOR
21782,tm89625,Bruce Mitchell,Police Sgt. in Montage,ACTOR
13406,tm89625,Lee Phelps,Detective,ACTOR
57857,tm89625,Lorin Raker,Insolvent Borrower,ACTOR
74673,tm89625,Bert Roach,Crandall,ACTOR
137509,tm89625,Jason Robards Sr.,Bank Officer,ACTOR
13418,tm89625,Harry Strang,Tim,ACTOR
1871850,tm89625,Tex Swan,Policeman,ACTOR
152024,tm89625,John Rawlins,,DIRECTOR
69990,tm137407,Alan Dinehart,Wade 'Val' Valentine,ACTOR
27284,tm137407,Evalyn Knapp,Sally Patter,ACTOR
155777,tm137407,Edward Nugent,Joe Pitt,ACTOR
71878,tm137407,Ada May,Claudette,ACTOR
229591,tm137407,Mae Busch,Lou Kendall,ACTOR
67082,tm137407,Theodore von Eltz,Phil Norton,ACTOR
102713,tm137407,Gloria Shea,Cleo Darville,ACTOR
579154,tm137407,George Grandee,Mozart,ACTOR
152323,tm137407,Frank R. Strayer,,DIRECTOR
108842,tm67087,Gene Autry,Gene Autry,ACTOR
103643,tm67087,Smiley Burnette,Frog Millhouse,ACTOR
122144,tm67087,Polly Rowles,Sandra Knight,ACTOR
154680,tm67087,Ula Love,Sylvia Parker,ACTOR
154681,tm67087,Jane Hunt,Jane Hilton,ACTOR
62986,tm67087,George Chesebro,Thad Morgan,ACTOR
27220,tm67087,Al Bridge,Briggs,ACTOR
84208,tm67087,Tom London,Tracy,ACTOR
28729,tm67087,Edward Hearn,Jed Thorpe,ACTOR
153752,tm67087,Frankie Marvin,Autry's Musicial Cowhand,ACTOR
154682,tm67087,William Hole,Bub - Messenger,ACTOR
27234,tm67087,Edmund Cobb,Sheriff,ACTOR
134018,tm67087,Fred Burns,Rancher Harris,ACTOR
154683,tm67087,Jimmy's Saddle Pals,Dance Band,ACTOR
113867,tm67087,Champion,Champion - Gene's Horse (uncredited),ACTOR
95527,tm67087,George Montgomery,Cowhand at Dance (uncredited),ACTOR
151608,tm67087,Joseph Kane,,DIRECTOR
102470,tm111056,William Boyd,"Ranger William ""Hopalong"" Cassidy",ACTOR
134013,tm111056,Andy Clyde,"Ranger ""California"" Carlson",ACTOR
137940,tm111056,Jimmy Rogers,Ranger Jimmy Rogers,ACTOR
151654,tm111056,Frances Woodward,Sue Mason,ACTOR
80560,tm111056,Anthony Warde,"""Gunner"" Madigan",ACTOR
151655,tm111056,William Halligan,Simon Crandall,ACTOR
151656,tm111056,Richard Crane,Tim Mason,ACTOR
74504,tm111056,Herbert Rawlinson,Ranger Captain Jennings,ACTOR
26539,tm111056,Robert Mitchum,Lead Henchman Drago,ACTOR
151657,tm111056,Hugh Prosser,Sheriff Gilchrist,ACTOR
132034,tm111056,Jack Rockwell,Henchman Tex,ACTOR
36179,tm111056,Earle Hodgins,Sourdough,ACTOR
93425,tm111056,Montie Montana,Ranger Private Calhoun (or Kelton),ACTOR
137386,tm111056,Pierce Lyden,Henchman,ACTOR
82971,tm111056,Herman Hack,Henchman,ACTOR
155616,tm111056,Art Felix,Henchman,ACTOR
60245,tm111056,Roy Bucko,Ranger Extra,ACTOR
137988,tm111056,Ray Jones,Ranger Extra,ACTOR
134028,tm111056,Cliff Parkinson,Ranger Extra,ACTOR
134181,tm111056,Robert Walker,Ranger Extra,ACTOR
31164,tm111056,Lesley Selander,,DIRECTOR
110676,tm115997,Robert Livingston,Don Diego Vega / Zorro,ACTOR
34500,tm115997,Heather Angel,Lady Isabella Palma,ACTOR
45687,tm115997,Sig Ruman,Commandante Sebastian Golle,ACTOR
22455,tm115997,Ian Wolfe,The Priest,ACTOR
29629,tm115997,Robert Warwick,Governor Palma,ACTOR
138585,tm115997,Emily Fitzroy,Lady Isabella's chaperone,ACTOR
152038,tm115997,Charles Stevens,Captain Vargas,ACTOR
108229,tm115997,Walter Long,Guard,ACTOR
134303,tm115997,Ferdinand Munier,Landlord,ACTOR
71552,tm115997,Chris-Pin Martin,Hangman,ACTOR
134021,tm115997,Carlos De Valdez,The Alcalde,ACTOR
22007,tm115997,Soledad Jiménez,Indian woman,ACTOR
71550,tm115997,Chief John Big Tree,Tavern Indian (uncredited),ACTOR
151055,tm115997,Iron Eyes Cody,Indian (uncredited),ACTOR
13327,tm115997,Yakima Canutt,Murdered Peon / Soldier (uncredited),ACTOR
88997,tm115997,I. Stanford Jolley,Soldier (uncredited),ACTOR
151833,tm115997,Wells Root,,DIRECTOR
88771,tm66425,Patricia Ellis,Judy Walker,ACTOR
154423,tm66425,Warren Hull,Bob McKay,ACTOR
41665,tm66425,Zeffie Tilbury,The Duchess de Lovely,ACTOR
27311,tm66425,William Newell,Clyde Lyons,ACTOR
45691,tm66425,Richard Carle,Boswell,ACTOR
45704,tm66425,Charles Judels,Luigi,ACTOR
63065,tm66425,Joyce Compton,Receptionist,ACTOR
137688,tm66425,Robert Paige,Phil Hale,ACTOR
57722,tm66425,Esther Howard,Mrs. Madigan,ACTOR
134229,tm66425,Suzanne Kaaren,Dorothy Day,ACTOR
60949,tm66425,Sidney Bracey,Butler,ACTOR
26245,tm66425,William Benedict,Bellboy,ACTOR
138168,tm66425,John H. Auer,,DIRECTOR
21994,tm76257,Boris Karloff,Valdar,ACTOR
40707,tm76257,Margaret Lindsay,Helene von Lorbeer,ACTOR
63426,tm76257,Bruce Lester,Frank Bennett,ACTOR
45547,tm76257,Leonard Mudie,James Yeats,ACTOR
1369,tm76257,Holmes Herbert,Arthur Bennett,ACTOR
572390,tm76257,Austin Fairman,George Bennett,ACTOR
134281,tm76257,William Bailey,British Intelligence Agent,ACTOR
214173,tm76257,Louise Brien,Miss Risdon - Bennett's Secretary,ACTOR
28714,tm76257,Glen Cavender,Under Officer Pfalz,ACTOR
45542,tm76257,David Cavendish,Capt. Lanark,ACTOR
134164,tm76257,Joe De Stefani,German Officer,ACTOR
134021,tm76257,Carlos De Valdez,Von Ritter,ACTOR
219829,tm76257,Clarence Derwent,Milkman,ACTOR
199946,tm76257,Arno Frey,German Junior Officer,ACTOR
229079,tm76257,Frederick Giermann,Otto Kurtz,ACTOR
45699,tm76257,Lawrence Grant,Brigadier General,ACTOR
94602,tm76257,Carl Harbaugh,German Soldier,ACTOR
